id,itemId,userId,releaseId,timestamp,increasesDurability,increasesReputationPercent,topSpeed,ps,damage,fireRate,range,accuracy,timeToOverheating,maxAmmo,blastPower,addsEnergy,tonnage,massLimit,maxCabinSpeed,maxChassisSpeed,power,cabinPower,fuelReserves,featureBulletPercent,featureMeleePercent,featureBlastPercent,featureFirePercent,featurePassthroughPercent,durability,energyDrain,mass,perks
3034,1499,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3035,1500,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3036,1501,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3037,1502,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3038,1503,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3039,1504,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3040,1505,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3041,1506,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3042,1507,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3043,1508,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3044,1509,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3045,1510,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3046,1511,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3047,1512,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3048,1513,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3049,1514,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3050,1515,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3051,1516,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3052,1517,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3053,1518,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3054,1519,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3055,1520,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3056,1521,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3057,1522,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3058,1523,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3059,1524,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3060,1525,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3061,1526,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3062,1527,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3063,1528,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3064,1529,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3065,1530,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3066,1531,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3067,1532,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3068,1533,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3069,1534,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3070,1535,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3071,1536,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3072,1537,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3073,1538,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3074,1539,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3075,1540,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3076,1541,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3077,1542,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3078,1543,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3079,1544,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3080,1545,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3081,1546,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3082,1547,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3083,1548,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3084,1549,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3085,1550,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3086,1551,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3087,1552,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3088,1553,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3089,1554,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3090,1555,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3091,1556,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3092,1557,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3093,1558,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3094,1559,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3095,1560,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3096,1561,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3097,1562,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3098,1563,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3099,1564,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3100,1565,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3101,1566,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3102,1567,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3103,1568,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3104,1569,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3105,1570,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3106,1571,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3107,1572,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3108,1573,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3109,1574,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3110,1575,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3111,1576,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3112,1577,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3113,1578,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3114,1579,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3115,1580,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3116,1581,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3117,1582,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3118,1583,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3119,1584,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3120,1585,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3121,1586,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3122,1587,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3123,1588,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3124,1589,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3125,1590,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3126,1591,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3127,1592,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3128,1593,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3129,1594,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3130,1595,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3131,1596,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3132,1597,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3133,1598,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3134,1599,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3135,1600,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3136,1601,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
